label,desc
29288,"Nondisplaced spiral fracture of shaft of humerus, left arm"
29289,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm"
29290,Comminuted fracture of shaft of humerus
29291,"Displaced comminuted fracture of shaft of humerus, right arm"
29292,"Displaced comminuted fracture of shaft of humerus, left arm"
29293,"Displaced comminuted fracture of shaft of humerus, unspecified arm"
29294,"Nondisplaced comminuted fracture of shaft of humerus, right arm"
29295,"Nondisplaced comminuted fracture of shaft of humerus, left arm"
29296,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm"
29297,Segmental fracture of shaft of humerus
29298,"Displaced segmental fracture of shaft of humerus, right arm"
29299,"Displaced segmental fracture of shaft of humerus, left arm"
29300,"Displaced segmental fracture of shaft of humerus, unspecified arm"
29301,"Nondisplaced segmental fracture of shaft of humerus, right arm"
29302,"Nondisplaced segmental fracture of shaft of humerus, left arm"
29303,"Nondisplaced segmental fracture of shaft of humerus, unspecified arm"
29304,Other fracture of shaft of humerus
29305,Other fracture of shaft of right humerus
29306,Other fracture of shaft of left humerus
29307,Other fracture of shaft of unspecified humerus
29308,Fracture of lower end of humerus
29308,Fracture of distal end of humerus
29309,Unspecified fracture of lower end of humerus
29309,Fracture of elbow NOS
29310,Unspecified fracture of lower end of right humerus
29311,Unspecified fracture of lower end of left humerus
29312,Unspecified fracture of lower end of unspecified humerus
29313,Simple supracondylar fracture without intercondylar fracture of humerus
29314,Displaced simple supracondylar fracture without intercondylar fracture of right humerus
29315,Displaced simple supracondylar fracture without intercondylar fracture of left humerus
29316,Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus
29317,Nondisplaced simple supracondylar fracture without intercondylar fracture of right humerus
29318,Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus
29319,Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus
29320,Comminuted supracondylar fracture without intercondylar fracture of humerus
29321,Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus
29322,Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus
29323,Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus
29324,Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus
29325,Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus
29326,Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus
29327,Fracture (avulsion) of lateral epicondyle of humerus
29328,Displaced fracture (avulsion) of lateral epicondyle of right humerus
29329,Displaced fracture (avulsion) of lateral epicondyle of left humerus
29330,Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus
29331,Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus
29332,Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus
29333,Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus
29334,Fracture (avulsion) of medial epicondyle of humerus
29335,Displaced fracture (avulsion) of medial epicondyle of right humerus
29336,Displaced fracture (avulsion) of medial epicondyle of left humerus
29337,Displaced fracture (avulsion) of medial epicondyle of unspecified humerus
29338,Nondisplaced fracture (avulsion) of medial epicondyle of right humerus
29339,Nondisplaced fracture (avulsion) of medial epicondyle of left humerus
29340,Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus
29341,Incarcerated fracture (avulsion) of medial epicondyle of right humerus
29342,Incarcerated fracture (avulsion) of medial epicondyle of left humerus
29343,Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus
29344,Fracture of lateral condyle of humerus
29344,Fracture of capitellum of humerus
29345,Displaced fracture of lateral condyle of right humerus
29346,Displaced fracture of lateral condyle of left humerus
29347,Displaced fracture of lateral condyle of unspecified humerus
29348,Nondisplaced fracture of lateral condyle of right humerus
29349,Nondisplaced fracture of lateral condyle of left humerus
29350,Nondisplaced fracture of lateral condyle of unspecified humerus
29351,Fracture of medial condyle of humerus
29351,Trochlea fracture of humerus
29352,Displaced fracture of medial condyle of right humerus
29353,Displaced fracture of medial condyle of left humerus
29354,Displaced fracture of medial condyle of unspecified humerus
29355,Nondisplaced fracture of medial condyle of right humerus
29356,Nondisplaced fracture of medial condyle of left humerus
29357,Nondisplaced fracture of medial condyle of unspecified humerus
29358,Transcondylar fracture of humerus
29359,Displaced transcondylar fracture of right humerus
29360,Displaced transcondylar fracture of left humerus
29361,Displaced transcondylar fracture of unspecified humerus
29362,Nondisplaced transcondylar fracture of right humerus
29363,Nondisplaced transcondylar fracture of left humerus
29364,Nondisplaced transcondylar fracture of unspecified humerus
29365,Torus fracture of lower end of humerus
29366,Torus fracture of lower end of right humerus
29367,Torus fracture of lower end of left humerus
29368,Torus fracture of lower end of unspecified humerus
29369,Other fracture of lower end of humerus
29370,Other displaced fracture of lower end of right humerus
29371,Other displaced fracture of lower end of left humerus
29372,Other displaced fracture of lower end of unspecified humerus
29373,Other nondisplaced fracture of lower end of right humerus
29374,Other nondisplaced fracture of lower end of left humerus
29375,Other nondisplaced fracture of lower end of unspecified humerus
29376,"Fracture of shoulder girdle, part unspecified"
29376,Fracture of shoulder NOS
29377,"Fracture of unspecified shoulder girdle, part unspecified"
29378,"Fracture of right shoulder girdle, part unspecified"
29379,"Fracture of left shoulder girdle, part unspecified"
29380,Dislocation and sprain of joints and ligaments of shoulder girdle
29381,Subluxation and dislocation of shoulder joint
29381,Dislocation of glenohumeral joint
29381,Subluxation of glenohumeral joint
29382,Unspecified subluxation and dislocation of shoulder joint
29382,Dislocation of humerus NOS
29382,Subluxation of humerus NOS
29383,Unspecified subluxation of right shoulder joint
29384,Unspecified subluxation of left shoulder joint
29385,Unspecified subluxation of unspecified shoulder joint
29386,Unspecified dislocation of right shoulder joint
29387,Unspecified dislocation of left shoulder joint
29388,Unspecified dislocation of unspecified shoulder joint
29389,Anterior subluxation and dislocation of humerus
29390,Anterior subluxation of right humerus
29391,Anterior subluxation of left humerus
29392,Anterior subluxation of unspecified humerus
29393,Anterior dislocation of right humerus
29394,Anterior dislocation of left humerus
29395,Anterior dislocation of unspecified humerus
29396,Posterior subluxation and dislocation of humerus
29397,Posterior subluxation of right humerus
29398,Posterior subluxation of left humerus
29399,Posterior subluxation of unspecified humerus
29400,Posterior dislocation of right humerus
29401,Posterior dislocation of left humerus
29402,Posterior dislocation of unspecified humerus
29403,Inferior subluxation and dislocation of humerus
29404,Inferior subluxation of right humerus
29405,Inferior subluxation of left humerus
29406,Inferior subluxation of unspecified humerus
29407,Inferior dislocation of right humerus
29408,Inferior dislocation of left humerus
29409,Inferior dislocation of unspecified humerus
29410,Other subluxation and dislocation of shoulder joint
29411,Other subluxation of right shoulder joint
29412,Other subluxation of left shoulder joint
29413,Other subluxation of unspecified shoulder joint
29414,Other dislocation of right shoulder joint
29415,Other dislocation of left shoulder joint
29416,Other dislocation of unspecified shoulder joint
29417,Subluxation and dislocation of acromioclavicular joint
29418,Unspecified dislocation of acromioclavicular joint
29419,Unspecified dislocation of right acromioclavicular joint
29420,Unspecified dislocation of left acromioclavicular joint
29421,Unspecified dislocation of unspecified acromioclavicular joint
29422,Subluxation of acromioclavicular joint
29423,Subluxation of right acromioclavicular joint
29424,Subluxation of left acromioclavicular joint
29425,Subluxation of unspecified acromioclavicular joint
29426,"Dislocation of acromioclavicular joint, 100%-200% displacement"
29427,"Dislocation of right acromioclavicular joint, 100%-200% displacement"
29428,"Dislocation of left acromioclavicular joint, 100%-200% displacement"
29429,"Dislocation of unspecified acromioclavicular joint, 100%-200% displacement"
29430,"Dislocation of acromioclavicular joint, greater than 200% displacement"
29431,"Dislocation of right acromioclavicular joint, greater than 200% displacement"
29432,"Dislocation of left acromioclavicular joint, greater than 200% displacement"
29433,"Dislocation of unspecified acromioclavicular joint, greater than 200% displacement"
29434,Inferior dislocation of acromioclavicular joint
29435,Inferior dislocation of right acromioclavicular joint
29436,Inferior dislocation of left acromioclavicular joint
29437,Inferior dislocation of unspecified acromioclavicular joint
29438,Posterior dislocation of acromioclavicular joint
29439,Posterior dislocation of right acromioclavicular joint
29440,Posterior dislocation of left acromioclavicular joint
29441,Posterior dislocation of unspecified acromioclavicular joint
29442,Subluxation and dislocation of sternoclavicular joint
29443,Unspecified subluxation and dislocation of sternoclavicular joint
29444,Unspecified subluxation of right sternoclavicular joint
29445,Unspecified subluxation of left sternoclavicular joint
